epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
29191,1716381250.3250608,1716381250.3371909,1716381250.325061,1716381250.3283813,1716381250.3315763,1716381250.3315768,1716381250.3250802,1716381250.3283453,1716381250.3341773,1716381250.3371072,1716381250.328346,1716381250.3341782,29191,1.8746596574783325,0.6456551551818848,1716381250.3371074,,,,,,,
29192,1716381250.3372242,1716381250.3491497,1716381250.3372245,1716381250.3403778,1716381250.34373,1716381250.3437307,1716381250.3372424,1716381250.3403432,1716381250.3463702,1716381250.3490698,1716381250.3403437,1716381250.3463714,29192,1.537003517150879,3.3954174518585205,1716381250.34907,,,,,,,
29193,1716381250.3491824,1716381250.3612106,1716381250.3491826,1716381250.3523972,1716381250.355761,1716381250.3557618,1716381250.3492,1716381250.352361,1716381250.358367,1716381250.3611236,1716381250.3523617,1716381250.3583677,29193,0.7581460475921631,1.896256685256958,1716381250.3611238,,,,,,,
29194,1716381250.3613281,1716381250.3734488,1716381250.3613284,1716381250.3645926,1716381250.3681188,1716381250.3681195,1716381250.3613331,1716381250.364557,1716381250.3706293,1716381250.3733747,1716381250.3645577,1716381250.37063,29194,0.7148230671882629,2.387932300567627,1716381250.373375,,,,,,,
29195,1716381250.3734875,1716381250.3855412,1716381250.373488,1716381250.3766427,1716381250.3799977,1716381250.3799984,1716381250.373506,1716381250.3766074,1716381250.3825698,1716381250.385464,1716381250.376608,1716381250.3825705,29195,1.1197240352630615,2.4221208095550537,1716381250.3854644,,,,,,,
29196,1716381250.385574,1716381250.3976903,1716381250.3855743,1716381250.388819,1716381250.392096,1716381250.3920968,1716381250.3855915,1716381250.3887858,1716381250.3945954,1716381250.3976145,1716381250.3887868,1716381250.3945963,29196,0.9077602624893188,1.570821762084961,1716381250.397615,,,,,,,
29197,1716381250.3977232,1716381250.409806,1716381250.3977234,1716381250.4009182,1716381250.4042401,1716381250.4042408,1716381250.3977423,1716381250.4008858,1716381250.4067981,1716381250.40973,1716381250.4008865,1716381250.4067988,29197,0.6120980978012085,2.476133108139038,1716381250.4097302,,,,,,,
29198,1716381250.4098392,1716381250.4218557,1716381250.4098394,1716381250.413019,1716381250.4163399,1716381250.4163406,1716381250.4098573,1716381250.4129853,1716381250.4188042,1716381250.421781,1716381250.4129858,1716381250.418805,29198,0.8697569370269775,2.19830584526062,1716381250.4217813,,,,,,,
29199,1716381250.4219072,1716381250.4346292,1716381250.4219077,1716381250.425298,1716381250.4288678,1716381250.4288683,1716381250.4219265,1716381250.4252648,1716381250.4315393,1716381250.4345531,1716381250.4252653,1716381250.43154,29199,0.8161870241165161,2.7439310550689697,1716381250.4345534,,,,,,,
29200,1716381250.4346776,1716381250.447327,1716381250.4346778,1716381250.4380207,1716381250.441543,1716381250.4415436,1716381250.4346993,1716381250.4379864,1716381250.4439824,1716381250.4472516,1716381250.4379869,1716381250.443983,29200,0.4598011374473572,2.613832950592041,1716381250.447252,,,,,,,
29201,1716381250.4473755,1716381250.4598267,1716381250.4473758,1716381250.4504688,1716381250.4537442,1716381250.453745,1716381250.4473956,1716381250.450436,1716381250.456285,1716381250.4597476,1716381250.4504366,1716381250.4562857,29201,0.2249792069196701,2.8494725227355957,1716381250.4597478,,,,,,,
29202,1716381250.4598854,1716381250.472297,1716381250.459886,1716381250.4629686,1716381250.4662209,1716381250.4662216,1716381250.4599063,1716381250.4629354,1716381250.4689453,1716381250.4722235,1716381250.4629362,1716381250.4689462,29202,0.5097149610519409,2.2491819858551025,1716381250.4722238,,,,,,,
29203,1716381250.4723463,1716381250.4847746,1716381250.4723468,1716381250.475486,1716381250.4790442,1716381250.4790447,1716381250.4723682,1716381250.4754343,1716381250.481511,1716381250.4846997,1716381250.475435,1716381250.4815123,29203,0.7075410485267639,1.5759954452514648,1716381250.4847,,,,,,,
29204,1716381250.4848251,1716381250.4972947,1716381250.4848256,1716381250.488132,1716381250.4915872,1716381250.4915876,1716381250.4848475,1716381250.4880974,1716381250.4939363,1716381250.4972184,1716381250.4880981,1716381250.4939373,29204,0.9301305413246155,3.48749041557312,1716381250.4972186,,,,,,,
29205,1716381250.497348,1716381250.5096395,1716381250.4973483,1716381250.500504,1716381250.5037556,1716381250.503756,1716381250.4973712,1716381250.500471,1716381250.5061495,1716381250.5095685,1716381250.5004716,1716381250.5061505,29205,0.824933648109436,1.8783291578292847,1716381250.5095687,,,,,,,
29206,1716381250.5096889,1716381250.521715,1716381250.509689,1716381250.5127542,1716381250.5164542,1716381250.5164547,1716381250.509708,1716381250.5127192,1716381250.5189934,1716381250.5216408,1716381250.5127199,1716381250.5189943,29206,0.8184796571731567,2.4302268028259277,1716381250.5216413,,,,,,,
29207,1716381250.5217626,1716381250.5338867,1716381250.5217628,1716381250.524922,1716381250.528275,1716381250.5282757,1716381250.521784,1716381250.5248857,1716381250.5308878,1716381250.533814,1716381250.5248864,1716381250.530889,29207,0.6122100353240967,2.2901229858398438,1716381250.5338142,,,,,,,
29208,1716381250.5339346,1716381250.5461302,1716381250.5339348,1716381250.5371602,1716381250.5406125,1716381250.5406132,1716381250.5339546,1716381250.5371246,1716381250.5429807,1716381250.5460565,1716381250.5371253,1716381250.5429816,29208,0.903368353843689,2.118962526321411,1716381250.546057,,,,,,,
29209,1716381250.546179,1716381250.5584607,1716381250.5461795,1716381250.5493379,1716381250.552743,1716381250.5527434,1716381250.5462008,1716381250.5493042,1716381250.555153,1716381250.5583827,1716381250.5493052,1716381250.5551536,29209,0.72324138879776,1.772920846939087,1716381250.558383,,,,,,,
29210,1716381250.5585093,1716381250.5707605,1716381250.5585096,1716381250.561663,1716381250.5649562,1716381250.564957,1716381250.5585299,1716381250.56163,1716381250.5674825,1716381250.5706747,1716381250.5616305,1716381250.5674832,29210,0.8243933916091919,2.107592821121216,1716381250.570675,,,,,,,
29211,1716381250.5708094,1716381250.582884,1716381250.5708096,1716381250.573923,1716381250.577354,1716381250.5773544,1716381250.570831,1716381250.5738895,1716381250.5797157,1716381250.582809,1716381250.57389,1716381250.5797167,29211,1.3213577270507812,1.9197273254394531,1716381250.5828094,,,,,,,
29212,1716381250.5829365,1716381250.595125,1716381250.582937,1716381250.585979,1716381250.5893419,1716381250.5893428,1716381250.5829587,1716381250.5859463,1716381250.591726,1716381250.5950494,1716381250.5859468,1716381250.5917268,29212,0.5799548029899597,1.9822643995285034,1716381250.5950496,,,,,,,
29213,1716381250.595156,1716381250.6073823,1716381250.5951564,1716381250.598237,1716381250.6013846,1716381250.601385,1716381250.5951724,1716381250.5982034,1716381250.604009,1716381250.6073105,1716381250.598204,1716381250.6040099,29213,0.5626894235610962,2.5406250953674316,1716381250.6073108,,,,,,,
29214,1716381250.6074128,1716381250.6196246,1716381250.6074133,1716381250.6104019,1716381250.6136763,1716381250.613677,1716381250.6074302,1716381250.6103683,1716381250.6162229,1716381250.6195517,1716381250.6103687,1716381250.616224,29214,0.3255379796028137,2.577453851699829,1716381250.619552,,,,,,,
29215,1716381250.6196556,1716381250.6318214,1716381250.6196558,1716381250.6226323,1716381250.6258612,1716381250.6258616,1716381250.6196725,1716381250.6225986,1716381250.6284015,1716381250.631747,1716381250.6225994,1716381250.6284022,29215,0.9824329614639282,2.4580914974212646,1716381250.6317472,,,,,,,
29216,1716381250.6318526,1716381250.6439478,1716381250.6318529,1716381250.6348462,1716381250.6380947,1716381250.6380954,1716381250.6318698,1716381250.6348128,1716381250.6405647,1716381250.6438591,1716381250.6348138,1716381250.6405654,29216,0.5129071474075317,2.8562328815460205,1716381250.6438594,,,,,,,
29217,1716381250.643979,1716381250.6561596,1716381250.6439793,1716381250.6470778,1716381250.6502676,1716381250.650268,1716381250.643997,1716381250.6470246,1716381250.6530545,1716381250.6560893,1716381250.647025,1716381250.653055,29217,1.001904845237732,1.5458555221557617,1716381250.6560895,,,,,,,
29218,1716381250.6561913,1716381250.6685786,1716381250.6561916,1716381250.659265,1716381250.6624327,1716381250.6624336,1716381250.6562092,1716381250.659232,1716381250.6649754,1716381250.6685069,1716381250.6592326,1716381250.6649761,29218,1.381957769393921,2.1614792346954346,1716381250.6685069,,,,,,,
29219,1716381250.6686094,1716381250.6808624,1716381250.6686099,1716381250.6715474,1716381250.674806,1716381250.6748068,1716381250.6686275,1716381250.6715136,1716381250.6774287,1716381250.6807914,1716381250.671514,1716381250.6774294,29219,0.9734863042831421,3.30533766746521,1716381250.6807919,,,,,,,
29220,1716381250.6808932,1716381250.693081,1716381250.6808937,1716381250.6837928,1716381250.68707,1716381250.6870704,1716381250.6809108,1716381250.6837585,1716381250.6896515,1716381250.6929917,1716381250.6837595,1716381250.6896524,29220,0.9846985340118408,2.4815526008605957,1716381250.6929922,,,,,,,
29221,1716381250.693175,1716381250.7053442,1716381250.6931756,1716381250.6963637,1716381250.6996825,1716381250.6996834,1716381250.69318,1716381250.6963286,1716381250.7020757,1716381250.7052739,1716381250.696329,1716381250.7020764,29221,1.339403748512268,1.0489667654037476,1716381250.705274,,,,,,,
29222,1716381250.7053747,1716381250.7174387,1716381250.705375,1716381250.7084718,1716381250.7117317,1716381250.7117324,1716381250.7053993,1716381250.7084386,1716381250.714283,1716381250.717364,1716381250.7084394,1716381250.7142837,29222,1.1361210346221924,2.4015653133392334,1716381250.7173645,,,,,,,
29223,1716381250.7174814,1716381250.729464,1716381250.7174816,1716381250.720524,1716381250.7237813,1716381250.7237818,1716381250.7175004,1716381250.720489,1716381250.7264013,1716381250.7293942,1716381250.7204895,1716381250.7264023,29223,1.3061139583587646,2.304906129837036,1716381250.7293944,,,,,,,
29224,1716381250.7294948,1716381250.7418017,1716381250.729495,1716381250.7326858,1716381250.7363513,1716381250.7363517,1716381250.7295194,1716381250.7326515,1716381250.7389348,1716381250.7417214,1716381250.732652,1716381250.7389355,29224,0.5488173961639404,2.518510103225708,1716381250.7417216,,,,,,,
29225,1716381250.7418463,1716381250.7542164,1716381250.7418468,1716381250.7450411,1716381250.7486768,1716381250.7486775,1716381250.7418683,1716381250.745007,1716381250.751063,1716381250.754136,1716381250.7450075,1716381250.751064,29225,0.7855098247528076,1.074852705001831,1716381250.7541363,,,,,,,
29226,1716381250.7542524,1716381250.766671,1716381250.754253,1716381250.7575054,1716381250.7608624,1716381250.7608633,1716381250.7542708,1716381250.7574718,1716381250.7633178,1716381250.7665782,1716381250.7574725,1716381250.7633185,29226,1.6079161167144775,3.5607941150665283,1716381250.7665784,,,,,,,
29227,1716381250.7667134,1716381250.7789307,1716381250.7667136,1716381250.7698305,1716381250.773036,1716381250.7730365,1716381250.7667325,1716381250.769797,1716381250.775545,1716381250.7788448,1716381250.7697976,1716381250.7755456,29227,1.271559238433838,1.5800220966339111,1716381250.778845,,,,,,,
29228,1716381250.7789679,1716381250.7911692,1716381250.778968,1716381250.7821271,1716381250.7852745,1716381250.7852752,1716381250.7789862,1716381250.782093,1716381250.7878494,1716381250.7910876,1716381250.7820938,1716381250.7878501,29228,0.8211377263069153,1.9923737049102783,1716381250.7910879,,,,,,,
29229,1716381250.791205,1716381250.8032243,1716381250.7912052,1716381250.7942994,1716381250.7975438,1716381250.7975442,1716381250.7912238,1716381250.7942655,1716381250.8000684,1716381250.8031225,1716381250.7942662,1716381250.800069,29229,0.827545166015625,2.197003126144409,1716381250.8031228,,,,,,,
29230,1716381250.803265,1716381250.815188,1716381250.8032656,1716381250.806307,1716381250.8094687,1716381250.8094695,1716381250.803284,1716381250.8062682,1716381250.8120146,1716381250.8150861,1716381250.806274,1716381250.8120153,29230,0.6319553256034851,2.226930618286133,1716381250.8150864,,,,,,,
29231,1716381250.8152258,1716381250.827467,1716381250.815226,1716381250.8185935,1716381250.8219547,1716381250.8219557,1716381250.8152459,1716381250.81856,1716381250.824496,1716381250.8273792,1716381250.8185606,1716381250.824497,29231,0.327138215303421,2.6571199893951416,1716381250.8273795,,,,,,,
29232,1716381250.827514,1716381250.8397028,1716381250.8275142,1716381250.830728,1716381250.8339188,1716381250.8339193,1716381250.8275323,1716381250.830693,1716381250.8366616,1716381250.8396182,1716381250.830694,1716381250.8366623,29232,0.4392387568950653,2.1979660987854004,1716381250.8396184,,,,,,,
29233,1716381250.8397427,1716381250.8518512,1716381250.839743,1716381250.842863,1716381250.8460135,1716381250.846014,1716381250.839764,1716381250.8428302,1716381250.84866,1716381250.8517652,1716381250.8428307,1716381250.848661,29233,0.43592026829719543,2.681859016418457,1716381250.8517659,,,,,,,
29234,1716381250.8519003,1716381250.8642025,1716381250.8519006,1716381250.8550565,1716381250.8583088,1716381250.8583093,1716381250.8519204,1716381250.855013,1716381250.8607688,1716381250.8641183,1716381250.8550134,1716381250.8607697,29234,0.30318912863731384,2.7176263332366943,1716381250.8641186,,,,,,,
29235,1716381250.8642414,1716381250.8765798,1716381250.8642418,1716381250.8673716,1716381250.8706074,1716381250.8706079,1716381250.8642619,1716381250.867338,1716381250.87318,1716381250.876492,1716381250.8673384,1716381250.8731809,29235,0.2548593580722809,2.6706104278564453,1716381250.8764923,,,,,,,
29236,1716381250.8766217,1716381250.8889823,1716381250.876622,1716381250.8797219,1716381250.8833,1716381250.8833008,1716381250.8766406,1716381250.8796887,1716381250.8858187,1716381250.8889072,1716381250.8796895,1716381250.8858197,29236,0.6940699219703674,1.8089290857315063,1716381250.8889074,,,,,,,
29237,1716381250.8890321,1716381250.9012685,1716381250.8890326,1716381250.8920918,1716381250.8955753,1716381250.8955758,1716381250.8890612,1716381250.8920565,1716381250.8980656,1716381250.901197,1716381250.8920572,1716381250.8980665,29237,1.0811800956726074,3.573176622390747,1716381250.9011972,,,,,,,
29238,1716381250.9012997,1716381250.913612,1716381250.9013,1716381250.9044724,1716381250.907657,1716381250.9076574,1716381250.9013186,1716381250.90444,1716381250.9101925,1716381250.9135368,1716381250.9044404,1716381250.9101932,29238,1.8052678108215332,1.8618773221969604,1716381250.9135373,,,,,,,
29239,1716381250.9136443,1716381250.9257574,1716381250.9136448,1716381250.9168804,1716381250.9202774,1716381250.9202778,1716381250.9136627,1716381250.916844,1716381250.9225883,1716381250.9256854,1716381250.9168446,1716381250.9225893,29239,1.464642882347107,1.2465366125106812,1716381250.9256856,,,,,,,
29240,1716381250.9257882,1716381250.9378643,1716381250.9257884,1716381250.9289098,1716381250.9321334,1716381250.9321342,1716381250.9258049,1716381250.9288774,1716381250.9347508,1716381250.937792,1716381250.928878,1716381250.9347517,29240,0.8240323662757874,2.7220423221588135,1716381250.9377923,,,,,,,
29241,1716381250.9378948,1716381250.9498081,1716381250.9378955,1716381250.9408693,1716381250.9439578,1716381250.9439585,1716381250.9379125,1716381250.9408367,1716381250.946419,1716381250.949735,1716381250.9408371,1716381250.9464197,29241,0.6519675254821777,2.005474090576172,1716381250.9497352,,,,,,,
29242,1716381250.9498398,1716381250.9619853,1716381250.94984,1716381250.9530253,1716381250.9562354,1716381250.9562361,1716381250.9498577,1716381250.9529924,1716381250.9588695,1716381250.9619002,1716381250.9529934,1716381250.9588704,29242,1.0633342266082764,1.5985010862350464,1716381250.9619005,,,,,,,
29243,1716381250.9620345,1716381250.9740505,1716381250.9620347,1716381250.9651687,1716381250.9684336,1716381250.968434,1716381250.962065,1716381250.9651353,1716381250.9708922,1716381250.9739747,1716381250.9651358,1716381250.9708934,29243,0.8751921653747559,2.7807717323303223,1716381250.973975,,,,,,,
29244,1716381250.9740818,1716381250.9861655,1716381250.974082,1716381250.9772809,1716381250.9803462,1716381250.980347,1716381250.9740984,1716381250.977247,1716381250.9828517,1716381250.9860942,1716381250.9772477,1716381250.9828527,29244,1.335050344467163,1.2843817472457886,1716381250.986095,,,,,,,
29245,1716381250.9861972,1716381250.9983037,1716381250.9861977,1716381250.9894435,1716381250.9926555,1716381250.9926562,1716381250.9862142,1716381250.9894109,1716381250.9953449,1716381250.99823,1716381250.9894114,1716381250.9953456,29245,0.7452946901321411,2.5131683349609375,1716381250.9982302,,,,,,,
29246,1716381250.9983366,1716381251.0103335,1716381250.9983368,1716381251.0015268,1716381251.0047536,1716381251.004754,1716381250.9983535,1716381251.001492,1716381251.007274,1716381251.0102634,1716381251.0014925,1716381251.0072749,29246,1.6836111545562744,3.6569554805755615,1716381251.010264,,,,,,,
29247,1716381251.0103815,1716381251.0223331,1716381251.0103822,1716381251.0135128,1716381251.0168962,1716381251.0168967,1716381251.0103998,1716381251.01348,1716381251.0195098,1716381251.0222569,1716381251.0134804,1716381251.0195105,29247,0.9358558654785156,1.7446914911270142,1716381251.022257,,,,,,,
29248,1716381251.0224295,1716381251.0345416,1716381251.02243,1716381251.0257132,1716381251.029175,1716381251.0291758,1716381251.0224383,1716381251.0256782,1716381251.0315983,1716381251.0344687,1716381251.0256786,1716381251.031599,29248,0.43461740016937256,2.8703529834747314,1716381251.0344687,,,,,,,
29249,1716381251.03459,1716381251.046702,1716381251.0345905,1716381251.0378478,1716381251.041034,1716381251.0410347,1716381251.0346074,1716381251.037812,1716381251.0435998,1716381251.0466247,1716381251.0378127,1716381251.0436006,29249,0.49575984477996826,1.9825232028961182,1716381251.0466251,,,,,,,
29250,1716381251.0467346,1716381251.0587113,1716381251.0467348,1716381251.0498276,1716381251.0530975,1716381251.053098,1716381251.046752,1716381251.0497925,1716381251.055708,1716381251.058638,1716381251.049793,1716381251.0557086,29250,0.7690869569778442,2.4186513423919678,1716381251.0586386,,,,,,,
29251,1716381251.058761,1716381251.0709908,1716381251.0587611,1716381251.0619943,1716381251.065375,1716381251.0653756,1716381251.0587788,1716381251.0619595,1716381251.0678232,1716381251.0709178,1716381251.06196,1716381251.0678241,29251,1.0789850950241089,2.2227630615234375,1716381251.070918,,,,,,,
29252,1716381251.0710454,1716381251.0833294,1716381251.0710456,1716381251.0745022,1716381251.0779417,1716381251.0779424,1716381251.0710623,1716381251.0744684,1716381251.0804377,1716381251.0832582,1716381251.0744689,1716381251.0804389,29252,0.9101925492286682,3.2515475749969482,1716381251.0832584,,,,,,,
29253,1716381251.0833607,1716381251.0953488,1716381251.0833614,1716381251.0865166,1716381251.089763,1716381251.0897634,1716381251.0833776,1716381251.0864823,1716381251.09236,1716381251.0952723,1716381251.0864828,1716381251.0923607,29253,0.9961737990379333,1.4204429388046265,1716381251.0952728,,,,,,,
29254,1716381251.095381,1716381251.10728,1716381251.0953815,1716381251.0985758,1716381251.1018627,1716381251.1018631,1716381251.0953984,1716381251.0985427,1716381251.104511,1716381251.1072025,1716381251.0985432,1716381251.1045117,29254,0.874088704586029,1.9907646179199219,1716381251.1072028,,,,,,,
29255,1716381251.1073127,1716381251.1193519,1716381251.1073132,1716381251.1105118,1716381251.1137328,1716381251.1137333,1716381251.1073303,1716381251.110478,1716381251.1164515,1716381251.11928,1716381251.1104784,1716381251.1164525,29255,0.9435436725616455,2.171738386154175,1716381251.1192803,,,,,,,
29256,1716381251.1194005,1716381251.131448,1716381251.119401,1716381251.1224654,1716381251.1258695,1716381251.12587,1716381251.1194184,1716381251.1224327,1716381251.1284313,1716381251.131377,1716381251.1224334,1716381251.1284323,29256,1.3262237310409546,1.3710390329360962,1716381251.1313772,,,,,,,
29257,1716381251.1314967,1716381251.1436663,1716381251.1314971,1716381251.134674,1716381251.1378932,1716381251.1378937,1716381251.1315143,1716381251.1346416,1716381251.1405053,1716381251.1435945,1716381251.1346421,1716381251.140506,29257,0.834578275680542,2.9504401683807373,1716381251.1435947,,,,,,,
29258,1716381251.1436963,1716381251.1558456,1716381251.1436968,1716381251.1468875,1716381251.1502788,1716381251.1502798,1716381251.1437128,1716381251.1468534,1716381251.1527054,1716381251.1557732,1716381251.146854,1716381251.1527064,29258,0.25716298818588257,2.5412819385528564,1716381251.1557732,,,,,,,
29259,1716381251.1559017,1716381251.1677256,1716381251.1559021,1716381251.158936,1716381251.162198,1716381251.1621985,1716381251.1559231,1716381251.1589036,1716381251.164795,1716381251.1676538,1716381251.1589043,1716381251.1647956,29259,1.236114263534546,1.446074366569519,1716381251.167654,,,,,,,
29260,1716381251.1677732,1716381251.1798139,1716381251.1677735,1716381251.1709287,1716381251.174257,1716381251.1742578,1716381251.1677904,1716381251.170896,1716381251.1768074,1716381251.1797419,1716381251.170897,1716381251.1768084,29260,1.4973136186599731,4.048753261566162,1716381251.179742,,,,,,,
29261,1716381251.1798632,1716381251.1919167,1716381251.1798635,1716381251.1829798,1716381251.1862593,1716381251.1862595,1716381251.1798809,1716381251.1829445,1716381251.1888225,1716381251.1918163,1716381251.182945,1716381251.1888232,29261,0.741602897644043,1.9035724401474,1716381251.1918168,,,,,,,
29262,1716381251.191956,1716381251.2040732,1716381251.1919563,1716381251.1951592,1716381251.1982825,1716381251.1982832,1716381251.1919746,1716381251.1951263,1716381251.2008467,1716381251.2039871,1716381251.1951268,1716381251.2008474,29262,1.0887805223464966,2.1942460536956787,1716381251.2039876,,,,,,,
29263,1716381251.2041154,1716381251.216162,1716381251.2041156,1716381251.2072678,1716381251.2104168,1716381251.2104175,1716381251.2041333,1716381251.2072332,1716381251.2128274,1716381251.2160816,1716381251.207234,1716381251.2128282,29263,1.137866735458374,3.422788381576538,1716381251.2160819,,,,,,,
29264,1716381251.2162018,1716381251.228172,1716381251.216202,1716381251.2193105,1716381251.2223887,1716381251.2223892,1716381251.2162185,1716381251.2192776,1716381251.224899,1716381251.228089,1716381251.219278,1716381251.2249,29264,2.0308728218078613,0.5017752647399902,1716381251.2280893,,,,,,,
29265,1716381251.2282195,1716381251.2401023,1716381251.2282197,1716381251.2312503,1716381251.2344236,1716381251.2344244,1716381251.2282372,1716381251.2312179,1716381251.236914,1716381251.240019,1716381251.2312183,1716381251.2369146,29265,1.3432484865188599,3.540473222732544,1716381251.2400196,,,,,,,
29266,1716381251.24014,1716381251.2519724,1716381251.2401404,1716381251.2430727,1716381251.2463064,1716381251.2463071,1716381251.240157,1716381251.2430298,1716381251.2487824,1716381251.2518647,1716381251.2430305,1716381251.248783,29266,0.8058650493621826,2.013580799102783,1716381251.251865,,,,,,,
29267,1716381251.2520099,1716381251.2639396,1716381251.2520103,1716381251.2551162,1716381251.2583869,1716381251.2583876,1716381251.252028,1716381251.2550817,1716381251.2608485,1716381251.2638493,1716381251.2550826,1716381251.2608495,29267,1.3536969423294067,2.121913433074951,1716381251.2638495,,,,,,,
29268,1716381251.263977,1716381251.2757707,1716381251.2639773,1716381251.2669232,1716381251.2701397,1716381251.2701404,1716381251.2639935,1716381251.2668889,1716381251.2726905,1716381251.2756875,1716381251.2668898,1716381251.2726912,29268,1.0462520122528076,1.8933051824569702,1716381251.2756877,,,,,,,
29269,1716381251.2758195,1716381251.288124,1716381251.27582,1716381251.2790556,1716381251.2823071,1716381251.2823079,1716381251.275841,1716381251.2790112,1716381251.2848256,1716381251.2880456,1716381251.2790117,1716381251.2848263,29269,0.8382321000099182,3.44482684135437,1716381251.288046,,,,,,,
29270,1716381251.288164,1716381251.3002315,1716381251.2881641,1716381251.291248,1716381251.2945058,1716381251.2945063,1716381251.2881813,1716381251.2912142,1716381251.2972584,1716381251.3001487,1716381251.2912152,1716381251.2972593,29270,0.993295431137085,1.9379723072052002,1716381251.300149,,,,,,,
29271,1716381251.3002696,1716381251.3123922,1716381251.30027,1716381251.303479,1716381251.3068058,1716381251.3068066,1716381251.3002872,1716381251.3034444,1716381251.3093767,1716381251.3123097,1716381251.303445,1716381251.3093774,29271,0.6371304988861084,1.8692902326583862,1716381251.31231,,,,,,,
29272,1716381251.3124309,1716381251.3243725,1716381251.3124313,1716381251.3155348,1716381251.3189552,1716381251.3189557,1716381251.312449,1716381251.3155007,1716381251.321498,1716381251.3242898,1716381251.3155015,1716381251.3214989,29272,0.440221905708313,2.760586977005005,1716381251.32429,,,,,,,
29273,1716381251.3244104,1716381251.3364172,1716381251.3244107,1716381251.3275568,1716381251.330829,1716381251.3308294,1716381251.324428,1716381251.3275244,1716381251.3333302,1716381251.336334,1716381251.327525,1716381251.3333309,29273,0.6975839734077454,2.1965324878692627,1716381251.3363347,,,,,,,
29274,1716381251.3364544,1716381251.3485608,1716381251.3364549,1716381251.3395782,1716381251.3428571,1716381251.3428578,1716381251.3364723,1716381251.3395429,1716381251.3453426,1716381251.3484771,1716381251.3395436,1716381251.3453436,29274,1.1393917798995972,3.0751991271972656,1716381251.3484776,,,,,,,
29275,1716381251.348672,1716381251.360718,1716381251.3486729,1716381251.351736,1716381251.354918,1716381251.3549185,1716381251.3486788,1716381251.3517022,1716381251.3574777,1716381251.3606372,1716381251.3517027,1716381251.3574784,29275,0.7093037366867065,2.3453547954559326,1716381251.3606374,,,,,,,
29276,1716381251.3607569,1716381251.3726647,1716381251.3607574,1716381251.363709,1716381251.3671339,1716381251.3671346,1716381251.3607738,1716381251.3636754,1716381251.3694923,1716381251.3725798,1716381251.363676,1716381251.3694932,29276,0.7643508911132812,2.1686298847198486,1716381251.3725803,,,,,,,
29277,1716381251.372699,1716381251.384586,1716381251.3726997,1716381251.3756783,1716381251.3790865,1716381251.3790872,1716381251.3727171,1716381251.375645,1716381251.381612,1716381251.3845077,1716381251.3756454,1716381251.3816128,29277,0.49457377195358276,1.8231865167617798,1716381251.3845077,,,,,,,
29278,1716381251.3846257,1716381251.396577,1716381251.384626,1716381251.387669,1716381251.3907936,1716381251.390794,1716381251.3846424,1716381251.387636,1716381251.3931437,1716381251.3964932,1716381251.3876364,1716381251.3931444,29278,1.173980951309204,2.8413760662078857,1716381251.396494,,,,,,,
29279,1716381251.3966124,1716381251.4088385,1716381251.396613,1716381251.399726,1716381251.402897,1716381251.4028974,1716381251.396631,1716381251.3996937,1716381251.405245,1716381251.4087589,1716381251.3996947,1716381251.405246,29279,1.13602876663208,2.4571471214294434,1716381251.408759,,,,,,,
29280,1716381251.408872,1716381251.4208179,1716381251.4088721,1716381251.4117906,1716381251.4149315,1716381251.414932,1716381251.4088893,1716381251.4117582,1716381251.417467,1716381251.420732,1716381251.411759,1716381251.417468,29280,0.8746887445449829,2.386737823486328,1716381251.4207323,,,,,,,
29281,1716381251.4208674,1716381251.4328535,1716381251.420868,1716381251.4241567,1716381251.4278593,1716381251.4278598,1716381251.4208853,1716381251.4241223,1716381251.4302685,1716381251.432783,1716381251.424123,1716381251.4302692,29281,1.1067956686019897,1.523910403251648,1716381251.4327831,,,,,,,
29282,1716381251.432884,1716381251.445059,1716381251.4328845,1716381251.4360633,1716381251.4396627,1716381251.4396634,1716381251.4329088,1716381251.4360273,1716381251.4423456,1716381251.4449794,1716381251.4360282,1716381251.4423468,29282,1.4275240898132324,1.823120355606079,1716381251.4449797,,,,,,,
29283,1716381251.445111,1716381251.457418,1716381251.4451113,1716381251.448366,1716381251.4518583,1716381251.4518588,1716381251.4451327,1716381251.4483202,1716381251.4542356,1716381251.4573405,1716381251.448321,1716381251.4542365,29283,0.40080100297927856,2.7923097610473633,1716381251.4573407,,,,,,,
29284,1716381251.4574687,1716381251.469821,1716381251.457469,1716381251.4606204,1716381251.4639144,1716381251.463915,1716381251.4574916,1716381251.4605827,1716381251.4666083,1716381251.4697456,1716381251.4605834,1716381251.4666095,29284,0.7481181621551514,1.8074406385421753,1716381251.4697459,,,,,,,
29285,1716381251.4698656,1716381251.4821818,1716381251.4698658,1716381251.473009,1716381251.4766643,1716381251.476665,1716381251.4698868,1716381251.4729757,1716381251.4791396,1716381251.4821098,1716381251.4729762,1716381251.4791403,29285,1.226579189300537,2.3925583362579346,1716381251.4821103,,,,,,,
